Sample Name	Protocol REF	Protocol REF	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Stranded]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Parameter Value[Base Caller]	Assay Name	Raw Data File	Protocol REF	Parameter Value[ROI Image File Names]	Parameter Value[Slide Image File Names]	Comment[GeoMx Processing Batch]	Protocol REF	Parameter Value[Processed Data File Names]	Protocol REF	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[MultiQC File Names]
C002_SKN_R+1_OE_and_IE_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OE_and_IE_S69_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OE_and_IE_S69_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_OE_and_IE_rep2.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	2071085	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_OD_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OD_S70_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OD_S70_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_OD_rep3.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	24186084	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_VA_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_VA_S71_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_VA_S71_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_VA_rep3.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.11	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	2080898	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_OE_and_IE_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OE_and_IE_S72_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OE_and_IE_S72_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_OE_and_IE_rep3.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1666411	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_OD_rep4	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OD_S73_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_OD_S73_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_OD_rep4.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.11	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	11109366	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C002_SKN_R+1_VA_rep4	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_VA_S74_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C002_R+1_VA_S74_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C002_R+1_VA_rep4.tiff	GLDS-566_SpatialTranscriptomics_C002_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.12	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	596142	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_IE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_IE_S75_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_IE_S75_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_IE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.1	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1188343	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_OE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OE_S76_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OE_S76_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_OE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1139306	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_OD_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OD_S77_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OD_S77_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_OD_rep1.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	4727646	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_VA_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_VA_S78_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_VA_S78_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_VA_rep1.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1266281	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_OD_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OD_S79_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OD_S79_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_OD_rep2.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14763096	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_VA_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_VA_S80_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_VA_S80_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_VA_rep2.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1436533	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_OD_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OD_S81_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OD_S81_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_OD_rep3.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	10786534	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_VA_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_VA_S82_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_VA_S82_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_VA_rep3.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.1	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	479458	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_IE_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_IE_S83_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_IE_S83_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_IE_rep2.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	2930518	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_OE_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OE_S84_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OE_S84_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_OE_rep2.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.1	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1580283	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_IE_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_IE_S85_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_IE_S85_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_IE_rep3.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	3687918	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_R+1_OE_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OE_S86_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_R+1_OE_S86_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_R+1_OE_rep3.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1087195	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_OE_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OE_S87_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OE_S87_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_OE_rep3.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	1433763	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_IE_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_IE_S88_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_IE_S88_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_IE_rep3.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.1	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	3158165	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_OD_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OD_S89_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OD_S89_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_OD_rep3.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	2290337	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_VA_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_VA_S90_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_VA_S90_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_VA_rep3.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	7944810	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
